ACCID,DB,Feature,Start,End,misc1,Strand,misc2,Notes,gene_synonym,ECKnb,JWnb,Bnb,locus_tag,GeneID,Parent,ID,gbkey,gene_biotype,gene,product
AP009048.1,DDBJ,CDS,515807,516586,.,+,0,ID=cds-BAE76270.1;Parent=gene-ybbM;Dbxref=NCBI_GP:BAE76270.1;Name=BAE76270.1;Note=ECK0485:JW5066:b0491;gbkey=CDS;gene=ybbM;product=predicted inner membrane protein;protein_id=BAE76270.1;transl_table=11,ECK0485:JW5066:b0491,ECK0485,JW5066,b0491,NA,NA,gene-ybbM,cds-BAE76270.1,CDS,protein_coding,ybbM,predicted inner membrane protein
AP009048.1,DDBJ,CDS,516649,517503,.,-,0,ID=cds-BAE76271.1;Parent=gene-ybbN;Dbxref=NCBI_GP:BAE76271.1;Name=BAE76271.1;Note=ECK0486:JW5067:b0492;gbkey=CDS;gene=ybbN;product=predicted thioredoxin domain-containing protein;protein_id=BAE76271.1;transl_table=11,ECK0486:JW5067:b0492,ECK0486,JW5067,b0492,NA,NA,gene-ybbN,cds-BAE76271.1,CDS,protein_coding,ybbN,predicted thioredoxin domain-containing protein
AP009048.1,DDBJ,CDS,517564,518373,.,-,0,ID=cds-BAE76272.1;Parent=gene-ybbO;Dbxref=NCBI_GP:BAE76272.1;Name=BAE76272.1;Note=ECK0487:JW0482:b0493;gbkey=CDS;gene=ybbO;product=predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain;protein_id=BAE76272.1;transl_table=11,ECK0487:JW0482:b0493,ECK0487,JW0482,b0493,NA,NA,gene-ybbO,cds-BAE76272.1,CDS,protein_coding,ybbO,predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain
AP009048.1,DDBJ,CDS,518363,518989,.,-,0,ID=cds-BAE76273.1;Parent=gene-tesA;Dbxref=NCBI_GP:BAE76273.1;Name=BAE76273.1;Note=ECK0488:JW0483:b0494;gbkey=CDS;gene=tesA;product=multifunctional acyl-CoA thioesterase I%2C protease I%2C and lysophospholipase L1;protein_id=BAE76273.1;transl_table=11,ECK0488:JW0483:b0494,ECK0488,JW0483,b0494,NA,NA,gene-tesA,cds-BAE76273.1,CDS,protein_coding,tesA,multifunctional acyl-CoA thioesterase I%2C protease I%2C and lysophospholipase L1
AP009048.1,DDBJ,CDS,518957,519643,.,+,0,ID=cds-BAE76274.1;Parent=gene-ybbA;Dbxref=NCBI_GP:BAE76274.1;Name=BAE76274.1;Note=ATP-binding component of ABC superfamily%3B~ECK0489:JW0484:b0495;gbkey=CDS;gene=ybbA;product=predicted transporter subunit;protein_id=BAE76274.1;transl_table=11,ECK0489:JW0484:b0495,ECK0489,JW0484,b0495,NA,NA,gene-ybbA,cds-BAE76274.1,CDS,protein_coding,ybbA,predicted transporter subunit
AP009048.1,DDBJ,CDS,519640,522054,.,+,0,ID=cds-BAE76275.1;Parent=gene-ybbP;Dbxref=NCBI_GP:BAE76275.1;Name=BAE76275.1;Note=ECK0490:JW0485:b0496;gbkey=CDS;gene=ybbP;product=predicted inner membrane protein;protein_id=BAE76275.1;transl_table=11,ECK0490:JW0485:b0496,ECK0490,JW0485,b0496,NA,NA,gene-ybbP,cds-BAE76275.1,CDS,protein_coding,ybbP,predicted inner membrane protein
AP009048.1,DDBJ,CDS,522485,526765,.,+,0,ID=cds-BAE76276.1;Parent=gene-rhsD;Dbxref=NCBI_GP:BAE76276.1;Name=BAE76276.1;Note=ECK0491:JW0486:b0497;gbkey=CDS;gene=rhsD;product=rhsD element protein;protein_id=BAE76276.1;transl_table=11,ECK0491:JW0486:b0497,ECK0491,JW0486,b0497,NA,NA,gene-rhsD,cds-BAE76276.1,CDS,protein_coding,rhsD,rhsD element protein
AP009048.1,DDBJ,CDS,526805,527173,.,+,0,ID=cds-BAE76277.1;Parent=gene-ybbC;Dbxref=NCBI_GP:BAE76277.1;Name=BAE76277.1;Note=ECK0492:JW0487:b0498;gbkey=CDS;gene=ybbC;product=hypothetical protein;protein_id=BAE76277.1;transl_table=11,ECK0492:JW0487:b0498,ECK0492,JW0487,b0498,NA,NA,gene-ybbC,cds-BAE76277.1,CDS,protein_coding,ybbC,hypothetical protein
AP009048.1,DDBJ,CDS,527173,527883,.,+,0,ID=cds-BAE76278.1;Parent=gene-ylbH;Dbxref=NCBI_GP:BAE76278.1;Name=BAE76278.1;Note=ECK0493:JW0488:b0499;gbkey=CDS;gene=ylbH;product=conserved hypothetical protein%2C rhs-like;protein_id=BAE76278.1;transl_table=11,ECK0493:JW0488:b0499,ECK0493,JW0488,b0499,NA,NA,gene-ylbH,cds-BAE76278.1,CDS,protein_coding,ylbH,conserved hypothetical protein%2C rhs-like
AP009048.1,DDBJ,CDS,527864,528124,.,+,0,ID=cds-BAE76279.1;Parent=gene-ybbD;Dbxref=NCBI_GP:BAE76279.1;Name=BAE76279.1;Note=ECK0494:JW0489:b0500;gbkey=CDS;gene=ybbD;product=hypothetical protein;protein_id=BAE76279.1;transl_table=11,ECK0494:JW0489:b0500,ECK0494,JW0489,b0500,NA,NA,gene-ybbD,cds-BAE76279.1,CDS,protein_coding,ybbD,hypothetical protein
AP009048.1,DDBJ,CDS,528869,529240,.,-,0,ID=cds-BAE76280.1;Parent=gene-ylbG;Dbxref=NCBI_GP:BAE76280.1;Name=BAE76280.1;Note=ECK0495:JW5880:b0502;gbkey=CDS;gene=ylbG;product=predicted DNA-binding transcriptional regulator;protein_id=BAE76280.1;transl_table=11,ECK0495:JW5880:b0502,ECK0495,JW5880,b0502,NA,NA,gene-ylbG,cds-BAE76280.1,CDS,protein_coding,ylbG,predicted DNA-binding transcriptional regulator
AP009048.1,DDBJ,CDS,529356,530450,.,-,0,ID=cds-BAE76281.1;Parent=gene-ybbB;Dbxref=NCBI_GP:BAE76281.1;Name=BAE76281.1;Note=ECK0496:JW0491:b0503;gbkey=CDS;gene=ybbB;product=tRNA 2-selenouridine synthase%2C selenophosphate-dependent;protein_id=BAE76281.1;transl_table=11,ECK0496:JW0491:b0503,ECK0496,JW0491,b0503,NA,NA,gene-ybbB,cds-BAE76281.1,CDS,protein_coding,ybbB,tRNA 2-selenouridine synthase%2C selenophosphate-dependent
AP009048.1,DDBJ,CDS,530519,531445,.,-,0,ID=cds-BAE76282.1;Parent=gene-ybbS;Dbxref=NCBI_GP:BAE76282.1;Name=BAE76282.1;Note=ECK0497:JW0492:b0504;gbkey=CDS;gene=ybbS;product=transcriptional activator of the allD operon;protein_id=BAE76282.1;transl_table=11,ECK0497:JW0492:b0504,ECK0497,JW0492,b0504,NA,NA,gene-ybbS,cds-BAE76282.1,CDS,protein_coding,ybbS,transcriptional activator of the allD operon
AP009048.1,DDBJ,CDS,531675,532157,.,+,0,ID=cds-BAE76283.1;Parent=gene-allA;Dbxref=NCBI_GP:BAE76283.1;Name=BAE76283.1;Note=ECK0498:JW0493:b0505;gbkey=CDS;gene=allA;product=ureidoglycolate hydrolase;protein_id=BAE76283.1;transl_table=11,ECK0498:JW0493:b0505,ECK0498,JW0493,b0505,NA,NA,gene-allA,cds-BAE76283.1,CDS,protein_coding,allA,ureidoglycolate hydrolase
AP009048.1,DDBJ,CDS,532235,533050,.,+,0,ID=cds-BAE76284.1;Parent=gene-allR;Dbxref=NCBI_GP:BAE76284.1;Name=BAE76284.1;Note=ECK0499:JW0494:b0506;gbkey=CDS;gene=allR;product=DNA-binding transcriptional regulator;protein_id=BAE76284.1;transl_table=11,ECK0499:JW0494:b0506,ECK0499,JW0494,b0506,NA,NA,gene-allR,cds-BAE76284.1,CDS,protein_coding,allR,DNA-binding transcriptional regulator
AP009048.1,DDBJ,CDS,533140,534921,.,+,0,ID=cds-BAE76285.1;Parent=gene-gcl;Dbxref=NCBI_GP:BAE76285.1;Name=BAE76285.1;Note=ECK0500:JW0495:b0507;gbkey=CDS;gene=gcl;product=glyoxylate carboligase;protein_id=BAE76285.1;transl_table=11,ECK0500:JW0495:b0507,ECK0500,JW0495,b0507,NA,NA,gene-gcl,cds-BAE76285.1,CDS,protein_coding,gcl,glyoxylate carboligase
AP009048.1,DDBJ,CDS,534934,535710,.,+,0,ID=cds-BAE76286.1;Parent=gene-hyi;Dbxref=NCBI_GP:BAE76286.1;Name=BAE76286.1;Note=ECK0501:JW0496:b0508;gbkey=CDS;gene=hyi;product=hydroxypyruvate isomerase;protein_id=BAE76286.1;transl_table=11,ECK0501:JW0496:b0508,ECK0501,JW0496,b0508,NA,NA,gene-hyi,cds-BAE76286.1,CDS,protein_coding,hyi,hydroxypyruvate isomerase
AP009048.1,DDBJ,CDS,535810,536688,.,+,0,ID=cds-BAE76287.1;Parent=gene-glxR;Dbxref=NCBI_GP:BAE76287.1;Name=BAE76287.1;Note=ECK0502:JW0497:b0509;gbkey=CDS;gene=glxR;product=tartronate semialdehyde reductase%2C NADH-dependent;protein_id=BAE76287.1;transl_table=11,ECK0502:JW0497:b0509,ECK0502,JW0497,b0509,NA,NA,gene-glxR,cds-BAE76287.1,CDS,protein_coding,glxR,tartronate semialdehyde reductase%2C NADH-dependent
AP009048.1,DDBJ,CDS,536720,536998,.,+,0,ID=cds-BAE76288.1;Parent=gene-ybbV;Dbxref=NCBI_GP:BAE76288.1;Name=BAE76288.1;Note=ECK0503:JW0498:b0510;gbkey=CDS;gene=ybbV;product=hypothetical protein;protein_id=BAE76288.1;transl_table=11,ECK0503:JW0498:b0510,ECK0503,JW0498,b0510,NA,NA,gene-ybbV,cds-BAE76288.1,CDS,protein_coding,ybbV,hypothetical protein
AP009048.1,DDBJ,CDS,536857,538311,.,+,0,ID=cds-BAE76289.1;Parent=gene-ybbW;Dbxref=NCBI_GP:BAE76289.1;Name=BAE76289.1;Note=ECK0504:JW0499:b0511;gbkey=CDS;gene=ybbW;product=predicted allantoin transporter;protein_id=BAE76289.1;transl_table=11,ECK0504:JW0499:b0511,ECK0504,JW0499,b0511,NA,NA,gene-ybbW,cds-BAE76289.1,CDS,protein_coding,ybbW,predicted allantoin transporter
AP009048.1,DDBJ,CDS,538371,539732,.,+,0,ID=cds-BAE76290.1;Parent=gene-allB;Dbxref=NCBI_GP:BAE76290.1;Name=BAE76290.1;Note=ECK0505:JW0500:b0512;gbkey=CDS;gene=allB;product=allantoinase;protein_id=BAE76290.1;transl_table=11,ECK0505:JW0500:b0512,ECK0505,JW0500,b0512,NA,NA,gene-allB,cds-BAE76290.1,CDS,protein_coding,allB,allantoinase
AP009048.1,DDBJ,CDS,539789,541090,.,+,0,ID=cds-BAE76291.1;Parent=gene-ybbY;Dbxref=NCBI_GP:BAE76291.1;Name=BAE76291.1;Note=ECK0506:JW0501:b0513;gbkey=CDS;gene=ybbY;product=predicted uracil/xanthine transporter;protein_id=BAE76291.1;transl_table=11,ECK0506:JW0501:b0513,ECK0506,JW0501,b0513,NA,NA,gene-ybbY,cds-BAE76291.1,CDS,protein_coding,ybbY,predicted uracil/xanthine transporter
AP009048.1,DDBJ,CDS,541112,542257,.,+,0,ID=cds-BAE76292.1;Parent=gene-glxK;Dbxref=NCBI_GP:BAE76292.1;Name=BAE76292.1;Note=ECK0507:JW0502:b0514;gbkey=CDS;gene=glxK;product=glycerate kinase II;protein_id=BAE76292.1;transl_table=11,ECK0507:JW0502:b0514,ECK0507,JW0502,b0514,NA,NA,gene-glxK,cds-BAE76292.1,CDS,protein_coding,glxK,glycerate kinase II
AP009048.1,DDBJ,CDS,542485,543270,.,-,0,ID=cds-BAE76293.1;Parent=gene-ylbA;Dbxref=NCBI_GP:BAE76293.1;Name=BAE76293.1;Note=ECK0508:JW0503:b0515;gbkey=CDS;gene=ylbA;product=conserved hypothetical protein;protein_id=BAE76293.1;transl_table=11,ECK0508:JW0503:b0515,ECK0508,JW0503,b0515,NA,NA,gene-ylbA,cds-BAE76293.1,CDS,protein_coding,ylbA,conserved hypothetical protein
AP009048.1,DDBJ,CDS,543281,544516,.,-,0,ID=cds-BAE76294.1;Parent=gene-allC;Dbxref=NCBI_GP:BAE76294.1;Name=BAE76294.1;Note=ECK0509:JW0504:b0516;gbkey=CDS;gene=allC;product=allantoate amidohydrolase;protein_id=BAE76294.1;transl_table=11,ECK0509:JW0504:b0516,ECK0509,JW0504,b0516,NA,NA,gene-allC,cds-BAE76294.1,CDS,protein_coding,allC,allantoate amidohydrolase
AP009048.1,DDBJ,CDS,544538,545587,.,-,0,ID=cds-BAE76295.1;Parent=gene-allD;Dbxref=NCBI_GP:BAE76295.1;Name=BAE76295.1;Note=ECK0510:JW0505:b0517;gbkey=CDS;gene=allD;product=ureidoglycolate dehydrogenase;protein_id=BAE76295.1;transl_table=11,ECK0510:JW0505:b0517,ECK0510,JW0505,b0517,NA,NA,gene-allD,cds-BAE76295.1,CDS,protein_coding,allD,ureidoglycolate dehydrogenase
AP009048.1,DDBJ,CDS,545904,547571,.,+,0,ID=cds-BAE76296.1;Parent=gene-fdrA;Dbxref=NCBI_GP:BAE76296.1;Name=BAE76296.1;Note=ECK0511:JW0506:b0518;gbkey=CDS;gene=fdrA;product=predicted acyl-CoA synthetase with NAD(P)-binding Rossmann-fold domain;protein_id=BAE76296.1;transl_table=11,ECK0511:JW0506:b0518,ECK0511,JW0506,b0518,NA,NA,gene-fdrA,cds-BAE76296.1,CDS,protein_coding,fdrA,predicted acyl-CoA synthetase with NAD(P)-binding Rossmann-fold domain
AP009048.1,DDBJ,CDS,547581,548839,.,+,0,ID=cds-ylbE;Parent=gene-ylbE;Note=ECK0512:JW0508+JW0507:b4572%3B~hypothetical protein;gbkey=CDS;gene=ylbE;pseudo=true;transl_table=11,ECK0512:JW0508+JW0507:b4572%3B~hypothetical protein,ECK0512,JW0508;JW0507,b4572,NA,NA,gene-ylbE,cds-ylbE,CDS,pseudogene,ylbE,NA
AP009048.1,DDBJ,CDS,547581,547841,.,+,0,ID=cds-ylbE-2;Parent=gene-ylbE;Note=ECK0512:JW0507:b4507%3B~hypothetical protein%2C N-ter fragment;gbkey=CDS;gene=ylbE;pseudo=true;transl_table=11,ECK0512:JW0507:b4507%3B~hypothetical protein%2C N-ter fragment,ECK0512,JW0507,b4507,NA,NA,gene-ylbE,cds-ylbE-2,CDS,pseudogene,ylbE,NA
AP009048.1,DDBJ,CDS,547838,548839,.,+,0,ID=cds-ylbE-3;Parent=gene-ylbE;Note=ECK0512:JW0508:b0519%3B~hypothetical protein%2C C-ter fragment;gbkey=CDS;gene=ylbE;pseudo=true;transl_table=11,ECK0512:JW0508:b0519%3B~hypothetical protein%2C C-ter fragment,ECK0512,JW0508,b0519,NA,NA,gene-ylbE,cds-ylbE-3,CDS,pseudogene,ylbE,NA
AP009048.1,DDBJ,CDS,548850,549665,.,+,0,ID=cds-BAE76297.1;Parent=gene-ylbF;Dbxref=NCBI_GP:BAE76297.1;Name=BAE76297.1;Note=ECK0513:JW0509:b0520;gbkey=CDS;gene=ylbF;product=conserved hypothetical protein;protein_id=BAE76297.1;transl_table=11,ECK0513:JW0509:b0520,ECK0513,JW0509,b0520,NA,NA,gene-ylbF,cds-BAE76297.1,CDS,protein_coding,ylbF,conserved hypothetical protein
AP009048.1,DDBJ,CDS,549662,550555,.,+,0,ID=cds-BAE76298.1;Parent=gene-ybcF;Dbxref=NCBI_GP:BAE76298.1;Name=BAE76298.1;Note=ECK0514:JW0510:b0521;gbkey=CDS;gene=ybcF;product=predicted carbamate kinase;protein_id=BAE76298.1;transl_table=11,ECK0514:JW0510:b0521,ECK0514,JW0510,b0521,NA,NA,gene-ybcF,cds-BAE76298.1,CDS,protein_coding,ybcF,predicted carbamate kinase
AP009048.1,DDBJ,CDS,550750,551817,.,-,0,ID=cds-BAE76299.1;Parent=gene-purK;Dbxref=NCBI_GP:BAE76299.1;Name=BAE76299.1;Note=ECK0515:JW0511:b0522;gbkey=CDS;gene=purK;product=N5-carboxyaminoimidazole ribonucleotide synthase;protein_id=BAE76299.1;transl_table=11,ECK0515:JW0511:b0522,ECK0515,JW0511,b0522,NA,NA,gene-purK,cds-BAE76299.1,CDS,protein_coding,purK,N5-carboxyaminoimidazole ribonucleotide synthase
AP009048.1,DDBJ,CDS,551814,552323,.,-,0,ID=cds-BAE76300.1;Parent=gene-purE;Dbxref=NCBI_GP:BAE76300.1;Name=BAE76300.1;Note=ECK0516:JW0512:b0523;gbkey=CDS;gene=purE;product=N5-carboxyaminoimidazole ribonucleotide mutase;protein_id=BAE76300.1;transl_table=11,ECK0516:JW0512:b0523,ECK0516,JW0512,b0523,NA,NA,gene-purE,cds-BAE76300.1,CDS,protein_coding,purE,N5-carboxyaminoimidazole ribonucleotide mutase
AP009048.1,DDBJ,CDS,552441,553163,.,-,0,ID=cds-BAE76301.1;Parent=gene-lpxH;Dbxref=NCBI_GP:BAE76301.1;Name=BAE76301.1;Note=ECK0517:JW0513:b0524;gbkey=CDS;gene=lpxH;product=UDP-2%2C3-diacylglucosamine pyrophosphatase;protein_id=BAE76301.1;transl_table=11,ECK0517:JW0513:b0524,ECK0517,JW0513,b0524,NA,NA,gene-lpxH,cds-BAE76301.1,CDS,protein_coding,lpxH,UDP-2%2C3-diacylglucosamine pyrophosphatase
AP009048.1,DDBJ,CDS,553166,553660,.,-,0,ID=cds-BAE76302.1;Parent=gene-ppiB;Dbxref=NCBI_GP:BAE76302.1;Name=BAE76302.1;Note=ECK0518:JW0514:b0525%3B~rotamase B;gbkey=CDS;gene=ppiB;product=peptidyl-prolyl cis-trans isomerase B;protein_id=BAE76302.1;transl_table=11,ECK0518:JW0514:b0525%3B~rotamase B,ECK0518,JW0514,b0525,NA,NA,gene-ppiB,cds-BAE76302.1,CDS,protein_coding,ppiB,peptidyl-prolyl cis-trans isomerase B
AP009048.1,DDBJ,CDS,553834,555219,.,+,0,ID=cds-BAE76303.1;Parent=gene-cysS;Dbxref=NCBI_GP:BAE76303.1;Name=BAE76303.1;Note=ECK0519:JW0515:b0526;gbkey=CDS;gene=cysS;product=cysteinyl-tRNA synthetase;protein_id=BAE76303.1;transl_table=11,ECK0519:JW0515:b0526,ECK0519,JW0515,b0526,NA,NA,gene-cysS,cds-BAE76303.1,CDS,protein_coding,cysS,cysteinyl-tRNA synthetase
AP009048.1,DDBJ,CDS,555255,555776,.,-,0,ID=cds-BAE76304.1;Parent=gene-ybcI;Dbxref=NCBI_GP:BAE76304.1;Name=BAE76304.1;Note=ECK0520:JW0516:b0527;gbkey=CDS;gene=ybcI;product=conserved inner membrane protein;protein_id=BAE76304.1;transl_table=11,ECK0520:JW0516:b0527,ECK0520,JW0516,b0527,NA,NA,gene-ybcI,cds-BAE76304.1,CDS,protein_coding,ybcI,conserved inner membrane protein
AP009048.1,DDBJ,CDS,555884,556096,.,-,0,ID=cds-BAE76305.1;Parent=gene-ybcJ;Dbxref=NCBI_GP:BAE76305.1;Name=BAE76305.1;Note=ECK0521:JW5070:b0528;gbkey=CDS;gene=ybcJ;product=predicted RNA-binding protein;protein_id=BAE76305.1;transl_table=11,ECK0521:JW5070:b0528,ECK0521,JW5070,b0528,NA,NA,gene-ybcJ,cds-BAE76305.1,CDS,protein_coding,ybcJ,predicted RNA-binding protein
AP009048.1,DDBJ,CDS,556098,556964,.,-,0,ID=cds-BAE76306.1;Parent=gene-folD;Dbxref=NCBI_GP:BAE76306.1;Name=BAE76306.1;Note=ECK0522:JW0518:b0529;gbkey=CDS;gene=folD;product=bifunctional 5%2C10-methylene-tetrahydrofolate dehydrogenase and 5%2C10-methylene-tetrahydrofolate cyclohydrolase;protein_id=BAE76306.1;transl_table=11,ECK0522:JW0518:b0529,ECK0522,JW0518,b0529,NA,NA,gene-folD,cds-BAE76306.1,CDS,protein_coding,folD,bifunctional 5%2C10-methylene-tetrahydrofolate dehydrogenase and 5%2C10-methylene-tetrahydrofolate cyclohydrolase
AP009048.1,DDBJ,CDS,557435,557977,.,+,0,ID=cds-BAE76307.1;Parent=gene-sfmA;Dbxref=NCBI_GP:BAE76307.1;Name=BAE76307.1;Note=ECK0523:JW0519:b0530;gbkey=CDS;gene=sfmA;product=predicted fimbrial-like adhesin protein;protein_id=BAE76307.1;transl_table=11,ECK0523:JW0519:b0530,ECK0523,JW0519,b0530,NA,NA,gene-sfmA,cds-BAE76307.1,CDS,protein_coding,sfmA,predicted fimbrial-like adhesin protein
AP009048.1,DDBJ,CDS,558197,558889,.,+,0,ID=cds-BAE76308.1;Parent=gene-sfmC;Dbxref=NCBI_GP:BAE76308.1;Name=BAE76308.1;Note=ECK0524:JW0520:b0531;gbkey=CDS;gene=sfmC;product=pilin chaperone%2C periplasmic;protein_id=BAE76308.1;transl_table=11,ECK0524:JW0520:b0531,ECK0524,JW0520,b0531,NA,NA,gene-sfmC,cds-BAE76308.1,CDS,protein_coding,sfmC,pilin chaperone%2C periplasmic
AP009048.1,DDBJ,CDS,558920,561523,.,+,0,ID=cds-BAE76309.1;Parent=gene-sfmD;Dbxref=NCBI_GP:BAE76309.1;Name=BAE76309.1;Note=ECK0525:JW0521:b0532;gbkey=CDS;gene=sfmD;product=predicted outer membrane export usher protein;protein_id=BAE76309.1;transl_table=11,ECK0525:JW0521:b0532,ECK0525,JW0521,b0532,NA,NA,gene-sfmD,cds-BAE76309.1,CDS,protein_coding,sfmD,predicted outer membrane export usher protein
AP009048.1,DDBJ,CDS,561565,562542,.,+,0,ID=cds-BAE76310.1;Parent=gene-sfmH;Dbxref=NCBI_GP:BAE76310.1;Name=BAE76310.1;Note=ECK0526:JW5071:b0533;gbkey=CDS;gene=sfmH;product=predicted fimbrial-like adhesin protein;protein_id=BAE76310.1;transl_table=11,ECK0526:JW5071:b0533,ECK0526,JW5071,b0533,NA,NA,gene-sfmH,cds-BAE76310.1,CDS,protein_coding,sfmH,predicted fimbrial-like adhesin protein
AP009048.1,DDBJ,CDS,562553,563068,.,+,0,ID=cds-BAE76311.1;Parent=gene-sfmF;Dbxref=NCBI_GP:BAE76311.1;Name=BAE76311.1;Note=ECK0527:JW5072:b0534;gbkey=CDS;gene=sfmF;product=predicted fimbrial-like adhesin protein;protein_id=BAE76311.1;transl_table=11,ECK0527:JW5072:b0534,ECK0527,JW5072,b0534,NA,NA,gene-sfmF,cds-BAE76311.1,CDS,protein_coding,sfmF,predicted fimbrial-like adhesin protein
AP009048.1,DDBJ,CDS,563071,563703,.,-,0,ID=cds-BAE76312.1;Parent=gene-fimZ;Dbxref=NCBI_GP:BAE76312.1;Name=BAE76312.1;Note=ECK0528:JW5073:b0535;gbkey=CDS;gene=fimZ;product=predicted DNA-binding transcriptional regulator;protein_id=BAE76312.1;transl_table=11,ECK0528:JW5073:b0535,ECK0528,JW5073,b0535,NA,NA,gene-fimZ,cds-BAE76312.1,CDS,protein_coding,fimZ,predicted DNA-binding transcriptional regulator
AP009048.1,DDBJ,tRNA,563946,564022,.,+,.,ID=rna-argU;Parent=gene-argU;Note=Arginine tRNA4%3B~ECK0529:JWR0010:b0536;gbkey=tRNA;gene=argU;product=tRNA-Arg,ECK0529:JWR0010:b0536,ECK0529,JWR0010,b0536,NA,NA,gene-argU,rna-argU,tRNA,tRNA,argU,tRNA-Arg
AP009048.1,DDBJ,exon,563946,564022,.,+,.,ID=exon-argU-1;Parent=rna-argU;Note=Arginine tRNA4%3B~ECK0529:JWR0010:b0536;gbkey=tRNA;gene=argU;product=tRNA-Arg,ECK0529:JWR0010:b0536,ECK0529,JWR0010,b0536,NA,NA,rna-argU,exon-argU-1,tRNA,tRNA,argU,tRNA-Arg
AP009048.1,DDBJ,CDS,564038,565201,.,-,0,ID=cds-BAE76313.1;Parent=gene-intD;Dbxref=NCBI_GP:BAE76313.1;Name=BAE76313.1;Note=DLP12 prophage region%3B~ECK0530:JW0525:b0537;gbkey=CDS;gene=intD;product=predicted integrase;protein_id=BAE76313.1;transl_table=11,ECK0530:JW0525:b0537,ECK0530,JW0525,b0537,NA,NA,gene-intD,cds-BAE76313.1,CDS,protein_coding,intD,predicted integrase
AP009048.1,DDBJ,CDS,565321,565584,.,-,0,ID=cds-BAE76314.1;Parent=gene-ybcC;Dbxref=NCBI_GP:BAE76314.1;Name=BAE76314.1;Note=DLP12 prophage region%3B~ECK0531:JW0526:b0539;gbkey=CDS;gene=ybcC;product=predicted exonuclease;protein_id=BAE76314.1;transl_table=11,ECK0531:JW0526:b0539,ECK0531,JW0526,b0539,NA,NA,gene-ybcC,cds-BAE76314.1,CDS,protein_coding,ybcC,predicted exonuclease
AP009048.1,DDBJ,CDS,565674,565910,.,+,0,ID=cds-ybcD;Parent=gene-ybcD;Note=DLP12 prophage region%3B~ECK0532:JW0527:b4508%3B~predicted replication protein fragment;gbkey=CDS;gene=ybcD;pseudo=true;transl_table=11,ECK0532:JW0527:b4508%3B~predicted replication protein fragment,ECK0532,JW0527,b4508,NA,NA,gene-ybcD,cds-ybcD,CDS,pseudogene,ybcD,NA
AP009048.1,DDBJ,CDS,566056,566364,.,+,0,ID=cds-BAE76315.1;Parent=gene-insE-3;Dbxref=NCBI_GP:BAE76315.1;Name=BAE76315.1;Note=DLP12 prophage region%3B~ECK0298:JW5074:b0540;gbkey=CDS;gene=insE;product=IS3 element protein InsE;protein_id=BAE76315.1;transl_table=11,ECK0298:JW5074:b0540,ECK0298,JW5074,b0540,NA,NA,gene-insE-3,cds-BAE76315.1,CDS,protein_coding,insE,IS3 element protein InsE
AP009048.1,DDBJ,CDS,566361,567227,.,+,0,ID=cds-BAE76316.1;Parent=gene-insF-3;Dbxref=NCBI_GP:BAE76316.1;Name=BAE76316.1;Note=DLP12 prophage region%3B~ECK0299:JW0529:b0541;gbkey=CDS;gene=insF;product=IS3 element protein InsF;protein_id=BAE76316.1;transl_table=11,ECK0299:JW0529:b0541,ECK0299,JW0529,b0541,NA,NA,gene-insF-3,cds-BAE76316.1,CDS,protein_coding,insF,IS3 element protein InsF
AP009048.1,DDBJ,CDS,567285,567470,.,+,0,ID=cds-BAE76317.1;Parent=gene-renD;Dbxref=NCBI_GP:BAE76317.1;Name=BAE76317.1;Note=DLP12 prophage region%3B~ECK0533:JW0530:b0542;gbkey=CDS;gene=renD;product=hypothetical protein;protein_id=BAE76317.1;transl_table=11,ECK0533:JW0530:b0542,ECK0533,JW0530,b0542,NA,NA,gene-renD,cds-BAE76317.1,CDS,protein_coding,renD,hypothetical protein
AP009048.1,DDBJ,CDS,567538,567870,.,+,0,ID=cds-BAE76318.1;Parent=gene-emrE;Dbxref=NCBI_GP:BAE76318.1;Name=BAE76318.1;Note=DLP12 prophage region%3B~ECK0534:JW0531:b0543;gbkey=CDS;gene=emrE;product=multidrug resistance protein;protein_id=BAE76318.1;transl_table=11,ECK0534:JW0531:b0543,ECK0534,JW0531,b0543,NA,NA,gene-emrE,cds-BAE76318.1,CDS,protein_coding,emrE,multidrug resistance protein
AP009048.1,DDBJ,CDS,568125,569651,.,+,0,ID=cds-BAE76319.1;Parent=gene-ybcK;Dbxref=NCBI_GP:BAE76319.1;Name=BAE76319.1;Note=DLP12 prophage region%3B~ECK0535:JW0532:b0544;gbkey=CDS;gene=ybcK;product=predicted recombinase;protein_id=BAE76319.1;transl_table=11,ECK0535:JW0532:b0544,ECK0535,JW0532,b0544,NA,NA,gene-ybcK,cds-BAE76319.1,CDS,protein_coding,ybcK,predicted recombinase
AP009048.1,DDBJ,CDS,570116,570667,.,+,0,ID=cds-BAE76320.1;Parent=gene-ybcL;Dbxref=NCBI_GP:BAE76320.1;Name=BAE76320.1;Note=DLP12 prophage region%3B~ECK0536:JW0533:b0545;gbkey=CDS;gene=ybcL;product=predicted kinase inhibitor;protein_id=BAE76320.1;transl_table=11,ECK0536:JW0533:b0545,ECK0536,JW0533,b0545,NA,NA,gene-ybcL,cds-BAE76320.1,CDS,protein_coding,ybcL,predicted kinase inhibitor
