# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	01-28-2025
## Columns:
## (1) regulatorId. Regulator identifier
## (2) regulatorName. Regulator Name
## (3) regulatorGeneName. Gene(s) coding for the TF
## (4) regulatedId. Transcription Unit ID regulated by the TF (regulated Transcription Unit)
## (5) regulatedName. Transcription Unit regulated by the TF (regulated Transcription Unit)
## (6) function. Regulatory Function of the TF on the regulated Transcription Unit (+ activator, - repressor, +- dual, ? unknown)
## (7) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)regulatedId	5)regulatedName	6)function	7)confidenceLevel 
RDBECOLITFC00025	DcuR	dcuR	RDBECOLITUC03060	frdABCD[frdAp]	+	S 
RDBECOLITFC00025	DcuR	dcuR	RDBECOLITUC03177	pck[pckp]	+	W 
RDBECOLITFC00025	DcuR	dcuR	RDBECOLITUC03195	aspA[aspAp]	+	W 
RDBECOLITFC00026	TreR	treR	RDBECOLITUC03248	treBC[treBp]	-	C 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC00289	chiZPQ[chiZp]	-	C 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC00393	dinI[dinIp]	-	W 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC00857	eutSPQTDM[]		W 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC01951	ydeNM[ydeNp]	-	W 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC02040	nanCMS[nanCp]	-	C 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC02153	nagE[nagEp]	-	C 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC02253	ptsHI-crr[ptsHp]	-	W 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC02494	nanCM[nanCp]	-	C 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC02515	galP[galPp]	-	C 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC02551	ydeP[ydePp]	-	W 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC03080	nagBACD[nagBp]	-	C 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC03231	manXYZ[manXp]	-	S 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC03282	chbBCARFG[chbBp]	-	C 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC03287	creABCD[creAp]	-	W 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC03303	feoABC[feoAp]		W 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC03313	glmUS[glmUp1]	+	C 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC03433	fimB[fimBp2]	+	C 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC03497	ptsHI-crr[ptsHp4]	-	W 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC03498	ptsHI-crr[ptsHp5]	-	W 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC03499	ptsHI-crr[ptsHp3]	-	W 
RDBECOLITFC00027	NagC	nagC	RDBECOLITUC03506	glmUS[glmUp2]	-	C 
RDBECOLITFC00028	FabR	fabR	RDBECOLITUC01779	fabB[fabBp]	-	C 
RDBECOLITFC00028	FabR	fabR	RDBECOLITUC03129	fabA[fabAp]	-	C 
RDBECOLITFC00029	MlrA	mlrA	RDBECOLITUC01088	ibaG[ibaGp2]	+	S 
RDBECOLITFC00029	MlrA	mlrA	RDBECOLITUC02089	rplU-rpmA-yhbE-obgE[rplUp]	+	S 
RDBECOLITFC00029	MlrA	mlrA	RDBECOLITUC02279	csgDEFG[csgDp3]	+	S 
RDBECOLITFC00029	MlrA	mlrA	RDBECOLITUC03154	cadC[cadCp]	+	S 
RDBECOLITFC00029	MlrA	mlrA	RDBECOLITUC03365	rplU-rpmA[rplUp]	+	S 
RDBECOLITFC00029	MlrA	mlrA	RDBECOLITUC03415	csgDEFG[csgDp1]	+	S 
RDBECOLITFC00030	MprA	mprA	RDBECOLITUC03267	acrAB[acrAp]	-	W 
RDBECOLITFC00030	MprA	mprA	RDBECOLITUC03478	emrRAB[mprAp]	-	S 
RDBECOLITFC00030	MprA	mprA	RDBECOLITUC03585	nmpC[nmpCp]	-	W 
RDBECOLITFC00031	KdgR	kdgR	RDBECOLITUC03261	edd-eda[eddp]	-	W 
RDBECOLITFC00031	KdgR	kdgR	RDBECOLITUC03564	eda[edap1]	-	S 
RDBECOLITFC00032	TrpR	trpR	RDBECOLITUC02017	trpL[trpLp]	-	C 
RDBECOLITFC00032	TrpR	trpR	RDBECOLITUC03047	aroH[aroHp1]	-	S 
RDBECOLITFC00032	TrpR	trpR	RDBECOLITUC03048	aroL-yaiA-aroM[aroLp1]	-	C 
RDBECOLITFC00032	TrpR	trpR	RDBECOLITUC03104	trpLEDCBA[trpLp]	-	C 
RDBECOLITFC00032	TrpR	trpR	RDBECOLITUC03130	mtr[mtrp2]	-	C 
RDBECOLITFC00032	TrpR	trpR	RDBECOLITUC03254	trpR[trpRp]	-	S 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC02062	galE[galEp1]	-	S 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC02063	galE[galEp2]	-+	S 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC02064	galET[galEp1]	-	S 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC02065	galET[galEp2]	-+	S 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC02066	galETK[galEp1]	-	S 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC02067	galETK[galEp2]	-+	S 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC02195	galETK[galEp]	-	S 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC02196	galET[galEp]	-	S 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC02197	galE[galEp]	-	S 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC02198	galETKM[galEp]	-	S 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC02278	mglBAC[mglBp2]	-	W 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC02515	galP[galPp]	-	S 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC02986	galR[galRp]	-	W 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC03061	galS[galSp]	-	W 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC03062	galETKM[galEp1]	-	S 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC03063	galETKM[galEp2]	-+	S 
RDBECOLITFC00033	GalS	galS	RDBECOLITUC03203	mglBAC[mglBp]	-	W 
RDBECOLITFC00034	ModE	modE	RDBECOLITUC03055	deoCABD[deoCp2]	-	S 
RDBECOLITFC00034	ModE	modE	RDBECOLITUC03188	hycABCDEFGHI[hycAp]	+	S 
RDBECOLITFC00034	ModE	modE	RDBECOLITUC03191	narXL[narXp]	+	S 
RDBECOLITFC00034	ModE	modE	RDBECOLITUC03256	oppABCDF[oppAp]	-	W 
RDBECOLITFC00034	ModE	modE	RDBECOLITUC03331	modABC[modAp2]	-	C 
RDBECOLITFC00034	ModE	modE	RDBECOLITUC03335	napFDAGHBC-ccmABCDEFGH[napFp1]	+	C 
RDBECOLITFC00034	ModE	modE	RDBECOLITUC03590	napFDAGHBC-ccmABCDEFGH[napFp2]	+	C 
RDBECOLITFC00034	ModE	modE	RDBECOLITUC03833	dmsABC[dmsAp2]	-	C 
RDBECOLITFC00034	ModE	modE	RDBECOLITUC03834	moaABCDE[moaAp2]	+	S 
RDBECOLITFC00035	Zur	zur	RDBECOLITUC00168	ykgMO[ykgMp]	-	S 
RDBECOLITFC00035	Zur	zur	RDBECOLITUC02315	znuCB[znuCp]	-	S 
RDBECOLITFC00035	Zur	zur	RDBECOLITUC02318	znuA[znuAp]	-	S 
RDBECOLITFC00035	Zur	zur	RDBECOLITUC02623	zinT[zinTp]	-	W 
RDBECOLITFC00035	Zur	zur	RDBECOLITUC02868	pliG[]	-	S 
RDBECOLITFC00036	YdcI	ydcI	RDBECOLITUC01849	isrC-flu[flup]	+	W 
RDBECOLITFC00036	YdcI	ydcI	RDBECOLITUC02911	smrB[]	+	W 
RDBECOLITFC00037	LldR	lldR	RDBECOLITUC03557	lldPRD[lldPp]	-+	C 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC00128	dkgB[dkgBp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC00185	mhpT[mhpTp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC00337	rybB[rybBp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC00499	ydbD[ydbDp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC00601	mepH[mepHp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC00646	yeaR-yoaG[yeaRp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC00885	pgpC-tadA[pgpCp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC01119	tsgA[tsgAp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC01188	yibD[yibDp1]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC01227	wecA-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM[rfep]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC01342	bdcA[bdcAp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC01417	thrS-infC-rpmI-rplT-pheMST-ihfA[thrSp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC01418	norR[norRp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC01794	sodB[sodBp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC01845	sufABCDSE[sufAp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC01880	bamE[bamEp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC02043	feaR[feaRp2]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC02095	hcp-hcr-poxB[hcpp1]	-	C 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC02276	aceEF[aceEp2]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC02471	aceEF[aceEp1]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC02510	hcp-hcr[hcpp1]	-	C 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC02635	hypABCDE-fhlA[hypAp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC02966	feaB[feaBp1]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC02971	grxD[grxD]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC03184	dsdC[dsdCp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC03188	hycABCDEFGHI[hycAp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC03189	hypABCDE[hypAp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC03193	ndh[ndhp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC03216	lrp[lrpp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC03234	nrfABCDEFG[nrfAp]	-	C 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC03332	moeAB[moeAp]	+	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC03388	tehAB[tehAp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC03390	thrS-infC[thrSp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC03437	fliAZY[fliAp1]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC03489	fliAZY[fliAp2]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC03652	hmp[hmpp]	-	S 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC03683	cdd[cddp]	-	W 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC03819	ytfE[ytfEp]	-	C 
RDBECOLITFC00038	NsrR	nsrR	RDBECOLITUC03820	ygbA[ygbAp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC00097	sgrR-sroA-thiBPQ[sgrRp]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC00195	iraP[iraPp1]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC00337	rybB[rybBp]	+	S 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC00781	None[rplVp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC00928	None[csrAp3]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC01416	rpmI-rplT[rpmIp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC01417	thrS-infC-rpmI-rplT-pheMST-ihfA[thrSp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC01676	rpoS[rpoSp1]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC01701	dksA-yadB[dksAp2]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC01726	fadR[fadRp1]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC01744	iraD[iraDp1]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC01849	isrC-flu[flup]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC01871	infC[infCp1]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC01872	infC-rpmI-rplT[infCp2]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC01903	pcnB-folk[pcnBp4]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02004	thrL[thrLp]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02018	hisL[hisLp]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02089	rplU-rpmA-yhbE-obgE[rplUp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02184	rrsA-ileT-alaT-rrlA-rrfA[rrsAp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02209	sgrST-setA[sgrSp2]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02217	rrsG-gltW-rrlG-rrfG[rrsGp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02228	rrsC-gltU-rrlC-rrfC[rrsCp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02238	iraD[idlPp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02247	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02267	pcnB-folK[pcnBp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02292	rrsH-ileV-alaV-rrlH-rrfH[rrsHp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02298	rrsB-gltT-rrlB-rrfB[rrsBp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02300	rrsE-gltV-rrlE-rrfE[rrsEp3]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02301	rpoE-rseABC[rpoEp]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02325	csrB[csrBp]	+	S 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02330	csrC[csrCp]	+	S 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02376	rpmBG-mutM[rpmBp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02444	rplKAJL-rpoBC[rplKp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02501	talA-tktB[talAp1]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02567	rpsT[rpsTp1]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02568	rpsT[rpsTp2]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC02959	dsrA[dsrAp]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03043	argI[argIp]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03058	dusB-fis[dusBp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03213	thrLABC[thrLp]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03218	livJ[livJp]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03300	fabHDG[fabHp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03318	hisLGDCBHAFI[hisLp]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03362	rplJL-rpoBC[rplJp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03363	rplM-rpsI[rplMp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03364	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ[rplNp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03365	rplU-rpmA[rplUp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03366	rpmBG[rpmBp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03368	rpoE-rseABC[rpoEp2a]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03369	rpoZ-spoT-trmH-recG[rpoZp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03372	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ[rpsJp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03373	rpsLG-fusA-tufA[rpsLp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03374	rpsMKD-rpoA-rplQ[rpsMp2]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03375	rpsP-rimM-trmD-rplS[rpsPp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03390	thrS-infC[thrSp]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03433	fimB[fimBp2]	+	S 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03455	rpsU-dnaG-rpoD[rpsUp2]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03521	argX-+hisR-+leuT-+proM[argXp]	-+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03543	rseABC[rseAp3]	+	S 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03632	rpsA-ihfB[rpsAp1]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03633	rpsA-ihfB[rpsAp3]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03634	hlyE[hlyEp]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03652	hmp[hmpp]	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03839	rrsA-ileT-alaT-rrlA-rrfA[rrsAp1]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03840	rrsB-gltT-rrlB-rrfB[rrsBp1]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03841	rrsC-gltU-rrlC-rrfC[rrsCp1]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03843	rrsE-gltV-rrlE-rrfE[rrsEp1]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03844	rrsG-gltW-rrlG-rrfG[rrsGp1]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03846	rrsH-ileV-alaV-rrlH-rrfH[rrsHp1]	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLITUC03848	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp1]	-	W 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC00673	yobB-exoX[]	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC01702	ecnB[ecnBp]	-	W 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC01846	micF[micFp1]	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC01933	sra[srap]	-	W 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC02183	micF[micFp2]	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC02249	ompF[ompFp2]	-+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC02279	csgDEFG[csgDp3]	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC02307	bolA[bolAp]	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC02665	pgaABCD[pgaAp]	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC02667	tppB[tppBp]	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC02939	omrB[omrBp]	+	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC02940	omrA[omrAp]	+	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC03086	ompC[ompCp1]	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC03087	ompF[ompFp]	-+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC03117	fadL[fadLp]	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC03154	cadC[cadCp]	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC03172	flhDC[flhDp]	-	W 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC03303	feoABC[feoAp]	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC03384	speF-potE[]	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC03409	bolA[bolAp1]	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC03415	csgDEFG[csgDp1]	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC03485	cadBA[cadBp]	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC03585	nmpC[nmpCp]	-	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLITUC03701	narUZYWV[]	+	C 
RDBECOLITFC00041	ChbR	chbR	RDBECOLITUC03282	chbBCARFG[chbBp]	-+	S 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC00346	lolA-rarA[lolAp]	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC00612	rprA[rprAp]	+	S 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC01395	ftsAZ[ftsAp1]	+	S 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC01618	safA-ydeO[safAp]	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC01799	osmC[osmCp1]	+	C 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC02092	rseD-rpoE-rseABC[rseDp2]	+	C 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC02252	gadBC[gadBp2]	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC02264	hdeAB-yhiD[hdeAp2]	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC02291	gadAX[gadAp2]	-	C 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC02302	hdeD[hdeDp2]	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC02305	rseD-rpoE-rseABC[rseDp1]	+	C 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC02334	hdeD[hdeDp]	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC02389	gadY[gadYp]	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC02516	bdm-sra[bdmp]	+	S 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC02551	ydeP[ydePp]	+	S 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC03315	hdeAB-yhiD[hdeAp]	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC03411	osmB[osmBp1]	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC03593	gadBC[gadBp]	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLITUC03638	gadAX[gadAp]	-	C 
RDBECOLITFC00043	YeiL	yeiL	RDBECOLITUC03684	yeiL[yeiLp]	+	W 
RDBECOLITFC00044	HypT	hypT	RDBECOLITUC01593	cysH[cysHp]	+	W 
RDBECOLITFC00044	HypT	hypT	RDBECOLITUC01826	metNIQ[metNp]	+	S 
RDBECOLITFC00044	HypT	hypT	RDBECOLITUC01929	metBL[metBp]	+	W 
RDBECOLITFC00044	HypT	hypT	RDBECOLITUC03137	cydAB[cydAp1]	+	S 
RDBECOLITFC00044	HypT	hypT	RDBECOLITUC03186	fecABCDE[fecAp]	-	W 
RDBECOLITFC00045	AccB	accB	RDBECOLITUC03265	accBC[accBp1]	-	W 
RDBECOLITFC00046	CspA	cspA	RDBECOLITUC03175	hns[hnsp]	+	S 
RDBECOLITFC00046	CspA	cspA	RDBECOLITUC03176	gyrA[gyrAp]	+	W 
RDBECOLITFC00047	DecR	decR	RDBECOLITUC01069	cyuPA[]	+	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLITUC00158	yagK[yagKp6]	-	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLITUC00336	ybjJI[]	-	C 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLITUC01795	asr[asrp]	+	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLITUC01952	ydeI[ydeIp5]	+	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLITUC02002	rmf[rmfp]	+	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLITUC02012	bluF[bluFp]	+	C 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLITUC02279	csgDEFG[csgDp3]	+	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLITUC02299	asr[asrp2]	+	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLITUC02852	ybjK[]	+	C 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLITUC03103	sulA[sulAp]	-	C 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLITUC03415	csgDEFG[csgDp1]	+	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLITUC03668	rsd[rsdp2]	+	S 
RDBECOLITFC00049	Ada	ada	RDBECOLITUC02210	aidB[aidBp2]	+	S 
RDBECOLITFC00049	Ada	ada	RDBECOLITUC02265	alkA[alkAp2]	+	C 
RDBECOLITFC00049	Ada	ada	RDBECOLITUC02270	ada-+alkB[adap2]	-+	C 
RDBECOLITFC00049	Ada	ada	RDBECOLITUC03039	alkA[alkAp]	+	C 
RDBECOLITFC00049	Ada	ada	RDBECOLITUC03109	ada-+alkB[adap]	-+	C 
