# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	01-28-2025
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon Id containing the transcription unit
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenes. Name of the gene(s) contained in the transcription unit
## (6) pmName. Promoter Name
## (7) terminatorIds. Ids of the terminators associated to transcription unit
## (8) tuEvidence. Evidence that supports the existence of the transcription unit
## (9) addEvidence. Additive Evidence [CV(EvidenceCode1/EvidenceCodeN)|Confidence Level]
## (10) confidenceLevel. TU confidence level (Values: Confirmed, Strong, Weak)
## (11) pmids associated to object
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenes	6)pmName	7)terminatorIds	8)tuEvidence	9)addEvidence	10)confidenceLevel	11)pmids 
RDBECOLITUC01404	yncL	RDBECOLIOPC00911	yncL	yncL;			[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01405	yncJ	RDBECOLIOPC00041	yncJ	yncJ;			[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01406	insQ	RDBECOLIOPC01535	insQ	insQ;			[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01407	yciY	RDBECOLIOPC00617	yciY	yciY;			[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01408	ymdF	RDBECOLIOPC02214	ymdF	ymdF;			[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01409	ybdR	RDBECOLIOPC01209	ybdR	ybdR;			[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01410	lfhA	RDBECOLIOPC00341	lfhA	lfhA;			[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01411	ftsZ	RDBECOLIOPC03591	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsZ;	ftsZp3		[EXP-IEP:W]		W	9220001 
RDBECOLITUC01412	bolA	RDBECOLIOPC01898	bolA	bolA;	bolAp2	RDBECOLITMC00008	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2684651 
RDBECOLITUC01413	tig	RDBECOLIOPC02843	tig	tig;			[COMP-AINF:W]		W	2684651 
RDBECOLITUC01414	lsp-fkpB-ispH	RDBECOLIOPC03590	ribF-ileS-lspA-fkpB-ispH	ispH;fkpB;lspA;	lspAp	RDBECOLITMC00035	[EXP-IEP:W]		W	2432063;2580835;3294831 
RDBECOLITUC01415	aroH	RDBECOLIOPC02621	aroH	aroH;	aroHp2	RDBECOLITMC00006	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1677907;30810277 
RDBECOLITUC01416	rpmI-rplT	RDBECOLIOPC03375	thrS-infC-rpmI-rplT-pheMST-ihfA	rplT;rpmI;	rpmIp	RDBECOLITMC00023	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	2191140;6368838;23475967 
RDBECOLITUC01417	thrS-infC-rpmI-rplT-pheMST-ihfA	RDBECOLIOPC03375	thrS-infC-rpmI-rplT-pheMST-ihfA	ihfA;pheT;pheS;pheM;rplT;rpmI;infC;thrS;	thrSp		[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	2838394;6317865 
RDBECOLITUC01418	norR	RDBECOLIOPC03039	norR	norR;	norRp		[COMP-AINF-SINGLE-DIRECTON:W]		W	16417519 
RDBECOLITUC01419	ftsZ	RDBECOLIOPC03591	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsZ;	ftsZp4		[EXP-IEP:W]		W	9220001 
RDBECOLITUC01420	asnC-mioC	RDBECOLIOPC03263	asnC-mioC-mnmG	mioC;asnC;	asnCp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2464126;2864330 
RDBECOLITUC01421	asnC-mioC-mnmG	RDBECOLIOPC03263	asnC-mioC-mnmG	mnmG;mioC;asnC;	asnCp	RDBECOLITMC00121	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2464126;2864330;34475859 
RDBECOLITUC01422	rraA	RDBECOLIOPC02390	menA-rraA	rraA;	rraAp		[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	16621818 
RDBECOLITUC01423	relA-mazEF	RDBECOLIOPC03285	relA-mazEF	mazF;mazE;relA;	relAp2		[EXP-IEP:W][EXP-IEP-COREGULATION:W]		W	2844820;8226627 
RDBECOLITUC01424	rne	RDBECOLIOPC02907	rne	rne;	rnep2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]		S	11849544 
RDBECOLITUC01425	rne	RDBECOLIOPC02907	rne	rne;	rnep3		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]		S	11849544 
RDBECOLITUC01426	smg	RDBECOLIOPC01197	smg	smg;					None	15716138 
RDBECOLITUC01427	ygbK	RDBECOLIOPC00696	ygbJK	ygbK;	ygbKp				None	 
RDBECOLITUC01428	modABC	RDBECOLIOPC01815	modABC	modC;modB;modA;	modAp1				None	 
RDBECOLITUC01429	fliDST	RDBECOLIOPC03424	fliDST	fliT;fliS;fliD;	fliDp1				None	31271063 
RDBECOLITUC01430	ftnB	RDBECOLIOPC02835	ftnB	ftnB;	ftnBp2				None	 
RDBECOLITUC01431	yqjA-mzrA	RDBECOLIOPC01455	yqjA-mzrA	mzrA;yqjA;	yqjAp1		[COMP-AINF:W]		W	 
RDBECOLITUC01432	yjbEFGH	RDBECOLIOPC02901	yjbEFGH	yjbH;yjbG;yjbF;yjbE;	yjbEp1		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	17379715;12024246;15716429;14651646;15184550;23421615;17957352 
RDBECOLITUC01433	mtr	RDBECOLIOPC02750	mtr	mtr;	mtrp1		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1904443 
RDBECOLITUC01434	yrbG-kdsD	RDBECOLIOPC03605	lptAB-rpoN-hpf-ptsN-rapZ-npr	kdsD;yrbG;	yrbGp		[EXP-IMP-POLAR-MUTATION:S][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	16765569;21402154 
RDBECOLITUC01435	kdsC-lptCAB	RDBECOLIOPC03605	lptAB-rpoN-hpf-ptsN-rapZ-npr	lptB;lptA;lptC;kdsC;	kdsCp1		[EXP-IMP-POLAR-MUTATION:S][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	16765569;21402154 
RDBECOLITUC01436	lptAB	RDBECOLIOPC03605	lptAB-rpoN-hpf-ptsN-rapZ-npr	lptB;lptA;	lptAp1		[EXP-IMP-POLAR-MUTATION:S][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION-NORTHERN:[]]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C][AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION-NORTHERN/EXP-IMP-POLAR-MUTATION):C]	C	16765569;21402154;38770591 
RDBECOLITUC01437	alsK	RDBECOLIOPC00881	alsK	alsK;			[COMP-HINF:W]		W	10559180 
RDBECOLITUC01438	CsiR	RDBECOLIOPC00015	CsiR	glaR;					None	14731280 
RDBECOLITUC01439	ybbB	RDBECOLIOPC01502	ybbB	selU;			[COMP-HINF:W]		W	 
RDBECOLITUC01440	rhaM	RDBECOLIOPC00586	rhaM	rhaM;			[COMP-HINF:W]		W	 
RDBECOLITUC01441	macAB	RDBECOLIOPC02177	macAB	macB;macA;			[IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IEP-COREGULATION:W]		W	11274125;11544226;21398637 
RDBECOLITUC01442	nhaR	RDBECOLIOPC02579	nhaAR	nhaR;			[COMP-HINF:W]		W	 
RDBECOLITUC01443	yadMLKC	RDBECOLIOPC01654	yadMLKC	yadC;yadK;yadL;yadM;			[COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	 
RDBECOLITUC01444	yadN	RDBECOLIOPC01799	yadN	yadN;			[COMP-HINF:W]		W	 
RDBECOLITUC01445	glgBXCAP	RDBECOLIOPC03304	glgBXCAP	glgP;glgA;glgC;glgX;glgB;	glgBp	RDBECOLITMC00212	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]		S	21029047 
RDBECOLITUC01446	yeiL	RDBECOLIOPC02829	yeiL	yeiL;			[COMP-HINF:W]		W	 
RDBECOLITUC01447	yeiI	RDBECOLIOPC01443	yeiI	yeiI;			[COMP-HINF:W]		W	 
RDBECOLITUC01448	yfaE	RDBECOLIOPC02618	nrdAB-yfaE	yfaE;			[COMP-HINF:W]		W	 
RDBECOLITUC01449	rlmM	RDBECOLIOPC02235	rlmM	rlmM;			[COMP-HINF:W]		W	31964733 
RDBECOLITUC01450	ygdD	RDBECOLIOPC01123	ygdD	ygdD;			[COMP-HINF:W]		W	 
RDBECOLITUC01451	yhfK	RDBECOLIOPC00271	yhfK	yhfK;	yhfKp		[COMP-HINF:W]		W	 
RDBECOLITUC01452	frwD	RDBECOLIOPC01844	frwD	frwD;			[COMP-HINF:W]		W	 
RDBECOLITUC01453	ftsB	RDBECOLIOPC00867	ftsB	ftsB;			[COMP-HINF:W]		W	 
RDBECOLITUC01454	ispDF	RDBECOLIOPC00001	ispDF	ispF;ispD;			[COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	 
RDBECOLITUC01455	truD	RDBECOLIOPC01485	truD	truD;			[COMP-HINF:W]		W	 
RDBECOLITUC01456	glf-rfc	RDBECOLIOPC00575	glf-rfc	wbbH;glf;			[COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	 
RDBECOLITUC01457	yhjR	RDBECOLIOPC02159	yhjR	yhjR;	yhjRp		[COMP-HINF:W]		W	 
RDBECOLITUC01458	wbbIJK	RDBECOLIOPC01166	wbbIJK	wbbK;wbbJ;wbbI;			[COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	 
RDBECOLITUC01459	hsdRMS	RDBECOLIOPC01297	hsdRMS	hsdS;hsdM;hsdR;			[COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	 
RDBECOLITUC01460	yfhG	RDBECOLIOPC01784	yfhG	qseG;			[COMP-HINF:W]		W	 
RDBECOLITUC01461	yfhA	RDBECOLIOPC03583	glrR-glnB	glrR;			[COMP-HINF:W]		W	 
RDBECOLITUC01462	holC	RDBECOLIOPC03585	holC-valS	holC;			[COMP-HINF:W]		W	 
RDBECOLITUC01463	yjhA	RDBECOLIOPC03035	nanCMS	nanC;			[COMP-HINF:W]		W	 
RDBECOLITUC01464	yjaH	RDBECOLIOPC00528	yjaH	yjaH;					None	 
RDBECOLITUC01465	ymbA	RDBECOLIOPC03315	pqiABC	pqiC;			[COMP-HINF:W]		W	 
RDBECOLITUC01466	yqgB	RDBECOLIOPC01109	yqgB	yqgB;			[COMP-HINF:W]		W	 
RDBECOLITUC01467	rnlAB	RDBECOLIOPC03459	rnlAB	rnlB;rnlA;	rnlAp2		[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	20980243 
RDBECOLITUC01468	secG	RDBECOLIOPC01830	secG-leuU	secG;			[COMP-HINF:W]		W	 
RDBECOLITUC01469	tpke11	RDBECOLIOPC03258	tpke11	tpke11;			[COMP-HINF:W]		W	 
RDBECOLITUC01470	rseX	RDBECOLIOPC02578	rseX	rseX;	rseXp	RDBECOLITMC00030	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-HINF:W]		S	16513633 
RDBECOLITUC01471	sraB	RDBECOLIOPC01472	sraB	sraB;	psrDp	RDBECOLITMC00040	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	11448770 
RDBECOLITUC01472	isrC	RDBECOLIOPC03006	isrC-flu	isrC;			[COMP-HINF:W]		W	 
RDBECOLITUC01473	ispG-sroE	RDBECOLIOPC02143	ispG-sroE	ispG;sroE;			[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	14602901 
RDBECOLITUC01474	uppS-cdsA	RDBECOLIOPC03310	dxr-uppS-cdsA	ispZ;cdsA;ispU;	ispUp1		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	31127859 
RDBECOLITUC01475	cdsA	RDBECOLIOPC03310	dxr-uppS-cdsA	cdsA;			[COMP-HINF:W]		W	 
RDBECOLITUC01476	yraM	RDBECOLIOPC01769	yraM	lpoA;			[COMP-HINF:W]		W	 
RDBECOLITUC01477	yraN	RDBECOLIOPC00799	yraN	yraN;			[COMP-HINF:W]		W	 
RDBECOLITUC01478	diaA	RDBECOLIOPC00032	diaA	diaA;			[COMP-HINF:W]		W	 
RDBECOLITUC01479	ligT	RDBECOLIOPC01416	ligT	thpR;			[COMP-HINF:W]		W	 
RDBECOLITUC01480	eptA	RDBECOLIOPC00515	eptA	eptA;			[COMP-HINF:W]		W	 
RDBECOLITUC01481	galF	RDBECOLIOPC02198	galF	galF;	galFp		[COMP-HINF:W]		W	 
RDBECOLITUC01482	yfgA	RDBECOLIOPC01098	yfgA	rodZ;			[COMP-HINF:W]		W	 
RDBECOLITUC01483	yceH	RDBECOLIOPC00246	yceH	yceH;			[COMP-HINF:W]		W	 
RDBECOLITUC01484	mviM	RDBECOLIOPC01814	mviM	yceM;			[COMP-HINF:W]		W	 
RDBECOLITUC01485	ydhM	RDBECOLIOPC02813	nemRA-gloA	nemR;			[COMP-HINF:W]		W	 
RDBECOLITUC01486	nemA	RDBECOLIOPC02813	nemRA-gloA	nemA;			[COMP-HINF:W]		W	18567656 
RDBECOLITUC01487	ogrK	RDBECOLIOPC01457	ogrK	ogrK;			[COMP-HINF:W]		W	 
RDBECOLITUC01488	rnd	RDBECOLIOPC00551	rnd	rnd;	rndp		[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-HINF:W]		W	2681190 
RDBECOLITUC01489	rsmB	RDBECOLIOPC02125	rsmB	rsmB;			[COMP-HINF:W]		W	 
RDBECOLITUC01490	dfp	RDBECOLIOPC01138	dfp	dfp;	dfpp		[COMP-HINF:W]		W	2999089;34475859 
RDBECOLITUC01491	clpS	RDBECOLIOPC00284	clpS	clpS;	clpSp		[COMP-HINF:W]		W	 
RDBECOLITUC01492	rcsDB	RDBECOLIOPC02363	rcsDB	rcsB;rcsD;	rcsDp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		S	20435136 
RDBECOLITUC01493	insH-7	RDBECOLIOPC00783	insH-7	insH7;			[COMP-HINF:W]		W	 
RDBECOLITUC01494	insH-2	RDBECOLIOPC00020	insH-2	insH2;			[COMP-HINF:W]		W	 
RDBECOLITUC01495	mnmA	RDBECOLIOPC01402	mnmA	mnmA;	mnmAp		[COMP-HINF:W]		W	 
RDBECOLITUC01496	ybcH	RDBECOLIOPC00505	ybcH	ybcH;			[COMP-HINF:W]		W	 
RDBECOLITUC01497	ybgTE	RDBECOLIOPC02178	ybgTE	ybgE;cydX;			[COMP-HINF:W]		W	14529615 
RDBECOLITUC01498	ybiB	RDBECOLIOPC02774	dinG-ybiB	ybiB;			[COMP-HINF:W]		W	26063803;20718955 
RDBECOLITUC01499	yebA	RDBECOLIOPC00231	yebA	mepM;			[COMP-HINF:W]		W	 
RDBECOLITUC01500	aspT	RDBECOLIOPC01796	aspT	aspT;			[COMP-HINF:W]		W	 
RDBECOLITUC01501	trpt	RDBECOLIOPC00827	trpt	trpT;			[COMP-HINF:W]		W	 
RDBECOLITUC01502	aspU	RDBECOLIOPC02537	aspU	aspU;	aspUp	RDBECOLITMC00225	[COMP-HINF:W]		W	 
RDBECOLITUC01503	gspCDEFGHIJKLMO	RDBECOLIOPC02619	gspCDEFGHIJKLMO	gspO;gspM;gspL;gspK;gspJ;gspI;gspH;gspG;gspF;gspE;gspD;gspC;	gspCp2		[COMP-AINF:W]		W	 
RDBECOLITUC01504	gspCDEFGHIJKLMO	RDBECOLIOPC02619	gspCDEFGHIJKLMO	gspO;gspM;gspL;gspK;gspJ;gspI;gspH;gspG;gspF;gspE;gspD;gspC;	gspCp1		[COMP-AINF:W]		W	 
RDBECOLITUC01505	gspAB	RDBECOLIOPC02883	gspAB	gspB;gspA;	gspAp3		[COMP-AINF:W]		W	 
RDBECOLITUC01506	gspAB	RDBECOLIOPC02883	gspAB	gspB;gspA;	gspAp1		[COMP-AINF:W]		W	 
RDBECOLITUC01507	gspAB	RDBECOLIOPC02883	gspAB	gspB;gspA;	gspAp2		[COMP-AINF:W]		W	 
RDBECOLITUC01508	cynTS	RDBECOLIOPC01739	cynTSX	cynS;cynT;	cynTp	RDBECOLITMC00032	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	3049588 
RDBECOLITUC01509	relBE-hokD	RDBECOLIOPC02721	relBE-hokD	hokD;relE;relB;	relBp	RDBECOLITMC00033	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2990907 
RDBECOLITUC01510	insJ	RDBECOLIOPC00004	insJ	insJ;			[COMP-HINF:W]		W	 
RDBECOLITUC01511	mreBCD	RDBECOLIOPC03036	mreBCD	mreD;mreC;mreB;	mreBp2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	17090951;1937035;11287152 
RDBECOLITUC01512	mreBCD	RDBECOLIOPC03036	mreBCD	mreD;mreC;mreB;	mreBp3		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]		S	17090951;1937035;11287152 
RDBECOLITUC01513	mreB	RDBECOLIOPC03036	mreBCD	mreB;	mreBp1	RDBECOLITMC00034	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	17090951;11287152;31964733 
RDBECOLITUC01514	mreB	RDBECOLIOPC03036	mreBCD	mreB;	mreBp2	RDBECOLITMC00034	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	17090951;11287152;31964733 
RDBECOLITUC01515	mreB	RDBECOLIOPC03036	mreBCD	mreB;	mreBp3	RDBECOLITMC00034	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	17090951;11287152;31964733 
RDBECOLITUC01516	rydC	RDBECOLIOPC01780	rydC	rydC;	rydCp		[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF-SINGLE-DIRECTON:W]	[AE(COMP-AINF-SINGLE-DIRECTON/EXP-IDA-BOUNDARIES-DEFINED):S]	S	15618228 
RDBECOLITUC01517	dgt	RDBECOLIOPC01042	dgt	dgt;	dgtp2		[COMP-AINF:W]		W	 
RDBECOLITUC01518	ileS-lspA-fkpB-ispH	RDBECOLIOPC03590	ribF-ileS-lspA-fkpB-ispH	ispH;fkpB;lspA;ileS;	ileSp1	RDBECOLITMC00035	[EXP-IEP:W][EXP-IMP-POLAR-MUTATION:S]		S	2432063;2580835;6373724;6374664 
RDBECOLITUC01519	ileS-lspA-fkpB-ispH	RDBECOLIOPC03590	ribF-ileS-lspA-fkpB-ispH	ispH;fkpB;lspA;ileS;	ileSp2	RDBECOLITMC00035	[EXP-IEP:W][EXP-IEP-COREGULATION:W]		W	2432063;2580835;6373724;6374664 
RDBECOLITUC01520	crp	RDBECOLIOPC03187	crp	crp;	crpp3	RDBECOLITMC00167			None	23274360;21272324 
RDBECOLITUC01521	crp	RDBECOLIOPC03187	crp	crp;	crpp2	RDBECOLITMC00167			None	23274360;21272324 
RDBECOLITUC01522	dapB	RDBECOLIOPC01493	dapB	dapB;	dapBp2	RDBECOLITMC00037	[COMP-HINF:W][EXP-IDA-BOUNDARIES-DEFINED:W]		W	6094578 
RDBECOLITUC01523	cyaA	RDBECOLIOPC03442	cyaA	cyaA;	cyaAp1				None	 
RDBECOLITUC01524	cyaA	RDBECOLIOPC03442	cyaA	cyaA;	cyaAp2				None	 
RDBECOLITUC01525	dapE-ypfN	RDBECOLIOPC02936	yffB-dapE-ypfN	ypfN;dapE;	dapEp		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1644752 
RDBECOLITUC01526	hypF	RDBECOLIOPC03194	hydN-hypF	hypF;	hypFp1		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	16115199 
RDBECOLITUC01527	hypF	RDBECOLIOPC03194	hydN-hypF	hypF;	hypFp2		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	16115199 
RDBECOLITUC01528	hypF	RDBECOLIOPC03194	hydN-hypF	hypF;	hypFp3		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	16115199 
RDBECOLITUC01529	pdeL	RDBECOLIOPC03128	pdeL	pdeL;	pdeLp2		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	16115199 
RDBECOLITUC01530	eno	RDBECOLIOPC03252	pyrG-eno	eno;	enop1		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	16115199 
RDBECOLITUC01531	eno	RDBECOLIOPC03252	pyrG-eno	eno;	enop2		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	16115199 
RDBECOLITUC01532	eno	RDBECOLIOPC03252	pyrG-eno	eno;	enop3		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	16115199 
RDBECOLITUC01533	hisJQMP	RDBECOLIOPC02495	argT-hisJQMP	hisP;hisM;hisQ;hisJ;	hisJp		[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	17850814 
RDBECOLITUC01534	hchA	RDBECOLIOPC02247	hchA	hchA;	hchAp2		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	16796689 
RDBECOLITUC01535	emrE	RDBECOLIOPC00516	emrE	emrE;			[COMP-HINF:W]		W	17426813 
RDBECOLITUC01536	fliLMNOPQR	RDBECOLIOPC03157	fliLMNOPQR	fliR;fliQ;fliP;fliO;fliN;fliM;fliL;	fliLp2		[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	8282695;8157599;31271063 
RDBECOLITUC01537	symR	RDBECOLIOPC02067	symR	symR;	symRp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]		S	15718303;17462020 
RDBECOLITUC01538	ohsC	RDBECOLIOPC01097	ohsC	ohsC;	ohsCp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	15718303 
RDBECOLITUC01539	shoB	RDBECOLIOPC00249	shoB	shoB;	shoBp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	15718303 
RDBECOLITUC01540	ryfD	RDBECOLIOPC01708	ryfD	ryfD;	ryfDp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	15718303 
RDBECOLITUC01541	ryjB	RDBECOLIOPC00749	ryjB	ryjB;	ryjBp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	15718303;34967409 
RDBECOLITUC01542	sroA	RDBECOLIOPC03264	sgrR-sroA-thiBPQ	sroA;	sroAp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	14602901 
RDBECOLITUC01543	csgDEFG	RDBECOLIOPC02780	csgDEFG	csgG;csgF;csgE;csgD;	csgDp2		[EXP-IDA-BOUNDARIES-DEFINED:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	17468243;16816193 
RDBECOLITUC01544	dcuR	RDBECOLIOPC02991	dcuSR	dcuR;	dcuRp				None	 
RDBECOLITUC01545	gadXW	RDBECOLIOPC02867	gadXW	gadW;gadX;	gadXp	RDBECOLITMC00108	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]		S	12730179;18808381 
RDBECOLITUC01546	rsmH-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	RDBECOLIOPC03591	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsO;lpxC;ftsZ;ftsA;ftsQ;ddlB;murC;murG;ftsW;murD;mraY;murF;murE;ftsI;ftsL;rsmH;	rsmHp1		[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	9614967 
RDBECOLITUC01547	ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	RDBECOLIOPC03591	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsO;lpxC;ftsZ;ftsA;ftsQ;ddlB;murC;murG;ftsW;murD;mraY;murF;murE;ftsI;ftsL;	ftsLp1		[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	9614967;31964733 
RDBECOLITUC01548	ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	RDBECOLIOPC03591	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsO;lpxC;ftsZ;ftsA;ftsQ;ddlB;murC;murG;ftsW;murD;mraY;murF;murE;ftsI;ftsL;	ftsLp2		[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	9614967;31964733 
RDBECOLITUC01549	ftsK	RDBECOLIOPC01063	ftsK	ftsK;	ftsKp1				None	 
RDBECOLITUC01550	ftsK	RDBECOLIOPC01063	ftsK	ftsK;	ftsKp2				None	 
RDBECOLITUC01551	hcp-hcr	RDBECOLIOPC02383	poxB-ltaE-ybjT	hcr;hcp;	hcpp2		[EXP-IMP-POLAR-MUTATION:S][EXP-IEP-COREGULATION:W]		S	10651802;16336047 
RDBECOLITUC01552	wzbc	RDBECOLIOPC03242	wza-wzb-wzc-wcaAB	wza;wzc;wzb;	wzap2		[EXP-IEP-COREGULATION:W]		W	16336047;23421615 
RDBECOLITUC01553	yiaKLMNO-lyx-sgbHUE	RDBECOLIOPC02474	yiaKLMNO-lyx-sgbHUE	sgbE;sgbU;sgbH;lyxK;yiaO;yiaN;yiaM;yiaL;yiaK;	yiaKp2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	10913096;10913097;11741871 
